"","pitcher","p_throws","totalStrPct","totalBallPct","totalBIPPct"
"1",425844,"R",0.44401966138722,0.357728017476789,0.198252321135991
"2",433589,"R",0.426816786079836,0.344933469805527,0.228249744114637
"3",446321,"L",0.485312899106003,0.363984674329502,0.150702426564496
"4",448281,"L",0.51,0.32875,0.16125
"5",451584,"R",0.440298507462687,0.407462686567164,0.152238805970149
"6",453268,"R",0.485113835376532,0.37215411558669,0.142732049036778
"7",453343,"R",0.47693817468106,0.357212953876349,0.165848871442591
"8",455119,"R",0.487987987987988,0.301801801801802,0.21021021021021
"9",458676,"R",0.430379746835443,0.426160337552743,0.143459915611814
"10",459429,"L",0.53452380952381,0.277380952380952,0.188095238095238
"11",475479,"R",0.476190476190476,0.407407407407407,0.116402116402117
"12",477132,"L",0.495888157894737,0.328947368421053,0.175164473684211
"13",501625,"L",0.449790794979079,0.341004184100418,0.209205020920502
"14",501925,"R",0.488294314381271,0.322742474916388,0.188963210702341
"15",502043,"R",0.434221840068788,0.389079965606191,0.176698194325021
"16",503285,"R",0.475609756097561,0.359756097560976,0.164634146341463
"17",503569,"R",0.448695652173913,0.410434782608696,0.140869565217391
"18",506433,"R",0.505715841045182,0.344583560152422,0.149700598802395
"19",517008,"R",0.453125,0.3662109375,0.1806640625
"20",518397,"L",0.432098765432099,0.374485596707819,0.193415637860082
"21",518516,"L",0.486451612903226,0.326451612903226,0.187096774193548
"22",518813,"R",0.467168998923574,0.377825618945102,0.155005382131324
"23",518858,"R",0.418032786885246,0.39344262295082,0.188524590163934
"24",519076,"R",0.495219885277247,0.39961759082218,0.105162523900574
"25",519141,"L",0.50990099009901,0.346534653465347,0.143564356435644
"26",519293,"L",0.489492119089317,0.366900175131349,0.143607705779334
"27",519443,"R",0.431535269709544,0.402489626556017,0.16597510373444
"28",534910,"R",0.44,0.453333333333333,0.106666666666667
"29",542585,"R",0.469879518072289,0.380522088353414,0.149598393574297
"30",543022,"R",0.431064572425829,0.43455497382199,0.134380453752182
"31",543037,"R",0.527817403708987,0.338088445078459,0.134094151212554
"32",543294,"R",0.474471376998453,0.320783909231563,0.204744713769984
"33",543766,"R",0.458300238284353,0.382049245432883,0.159650516282764
"34",547943,"L",0.487889273356401,0.32641291810842,0.185697808535179
"35",554340,"R",0.511560693641618,0.333333333333333,0.155105973025048
"36",554431,"L",0.49607535321821,0.366562009419152,0.137362637362637
"37",570663,"R",0.50126582278481,0.355274261603376,0.143459915611814
"38",571510,"L",0.495395948434622,0.315837937384899,0.188766114180479
"39",571521,"L",0.447880870561283,0.438717067583047,0.11340206185567
"40",571670,"R",0.481870229007634,0.346374045801527,0.17175572519084
"41",572193,"R",0.48618219037871,0.364380757420676,0.149437052200614
"42",573124,"L",0.545608108108108,0.304054054054054,0.150337837837838
"43",592094,"R",0.457547169811321,0.44811320754717,0.0943396226415094
"44",592135,"R",0.467312348668281,0.389830508474576,0.142857142857143
"45",592233,"R",0.416,0.389333333333333,0.194666666666667
"46",592332,"R",0.522193211488251,0.316797214969539,0.161009573542211
"47",592346,"R",0.444117647058824,0.341176470588235,0.214705882352941
"48",592473,"L",0.419540229885057,0.362068965517241,0.218390804597701
"49",592773,"R",0.482813749000799,0.383693045563549,0.133493205435651
"50",593144,"R",0.467667436489607,0.326789838337182,0.20554272517321
"51",593576,"R",0.512730465320457,0.352063213345039,0.135206321334504
"52",594056,"L",0.420560747663551,0.341121495327103,0.238317757009346
"53",594577,"R",0.484238178633976,0.366024518388792,0.149737302977233
"54",594835,"L",0.4739336492891,0.359399684044234,0.166666666666667
"55",594987,"R",0.486111111111111,0.348958333333333,0.164930555555556
