"","pitcher","p_throws","totalStrPct","totalBallPct","totalBIPPct"
"1",453286,"R",0.514215080346106,0.351050679851669,0.134734239802225
"2",456501,"R",0.448621553884712,0.379699248120301,0.171679197994987
"3",520980,"R",0.467005076142132,0.385786802030457,0.147208121827411
"4",543037,"R",0.518881118881119,0.346853146853147,0.134265734265734
"5",592473,"L",0.418181818181818,0.363636363636364,0.218181818181818
"6",592767,"L",0.524495677233429,0.342939481268012,0.132564841498559
"7",643511,"R",0.469230769230769,0.335897435897436,0.194871794871795
"8",657571,"L",0.58984375,0.27734375,0.1328125
"9",660813,"R",0.450980392156863,0.305322128851541,0.243697478991597
"10",666204,"R",0.351351351351351,0.540540540540541,0.108108108108108
"11",669160,"R",0.477027027027027,0.351351351351351,0.171621621621622
"12",669214,"L",0.452229299363057,0.375796178343949,0.171974522292994
"13",670329,"R",0.403409090909091,0.414772727272727,0.181818181818182
"14",433589,"R",0.486842105263158,0.299342105263158,0.213815789473684
"15",434378,"R",0.428571428571429,0.285714285714286,0.285714285714286
"16",445213,"R",0.451219512195122,0.335365853658537,0.213414634146341
"17",445926,"R",0.444444444444444,0.38034188034188,0.175213675213675
"18",446321,"L",0.434426229508197,0.372950819672131,0.192622950819672
"19",448855,"R",0.466292134831461,0.384831460674157,0.148876404494382
"20",450203,"R",0.489825581395349,0.357558139534884,0.152616279069767
"21",455119,"R",0.537662337662338,0.303896103896104,0.158441558441558
"22",458677,"L",0.509433962264151,0.345911949685535,0.144654088050314
"23",458681,"R",0.508454106280193,0.353864734299517,0.13768115942029
"24",459429,"L",0.582132564841499,0.293948126801153,0.123919308357349
"25",461325,"R",0.47008547008547,0.37037037037037,0.15954415954416
"26",465657,"R",0.444174757281553,0.383495145631068,0.172330097087379
"27",488748,"L",0.469879518072289,0.397590361445783,0.132530120481928
"28",502202,"R",0.451149425287356,0.402298850574713,0.146551724137931
"29",503569,"R",0.440633245382586,0.419525065963061,0.139841688654354
"30",516969,"R",0.285714285714286,0.571428571428571,0.142857142857143
"31",518516,"L",0.501291989664083,0.333333333333333,0.165374677002584
"32",518617,"L",0.527704485488127,0.358839050131926,0.113456464379947
"33",518633,"L",0.475177304964539,0.363120567375887,0.161702127659574
"34",518813,"R",0.481012658227848,0.351898734177215,0.167088607594937
"35",518858,"R",0.501587301587302,0.361904761904762,0.136507936507936
"36",519008,"L",0.402097902097902,0.395104895104895,0.202797202797203
"37",519141,"L",0.515235457063712,0.373961218836565,0.110803324099723
"38",521230,"R",0.552356020942408,0.31151832460733,0.136125654450262
"39",542585,"R",0.487858719646799,0.377483443708609,0.134657836644592
"40",542881,"L",0.453104359313078,0.352708058124174,0.194187582562748
"41",542914,"R",0.448275862068966,0.387267904509284,0.164456233421751
"42",543135,"R",0.519056261343013,0.312159709618875,0.168784029038112
"43",543243,"R",0.464285714285714,0.394132653061224,0.141581632653061
"44",543272,"L",0.498550724637681,0.365217391304348,0.136231884057971
"45",543294,"R",0.480463096960926,0.32561505065123,0.193921852387844
