"","pitcher","p_throws.x","totalStrPct_before","totalBallPct_before","totalBIPPct_before","totalStrPct_after","totalBallPct_after","totalBIPPct_after","difference_totalBIP","difference_totalStr","difference_totalBall"
"1",425794,"R",0.469879518072289,0.348151225592023,0.181969256335688,0.446866485013624,0.350136239782016,0.20299727520436,0.021028018868672,-0.0230130330586652,0.00198501418999308
"2",425844,"R",0.44401966138722,0.357728017476789,0.198252321135991,0.399518652226233,0.399518652226233,0.200962695547533,0.00271037441154187,-0.0445010091609866,0.0417906347494448
"3",429722,"R",0.448275862068966,0.373748609566185,0.17797552836485,0.438709677419355,0.354838709677419,0.206451612903226,0.0284760845383759,-0.00956618464961068,-0.0189098998887653
"4",431148,"L",0.394495412844037,0.431192660550459,0.174311926605505,0.536842105263158,0.294736842105263,0.168421052631579,-0.00589087397392551,0.142346692419121,-0.136455818445196
"5",433589,"R",0.426816786079836,0.344933469805527,0.228249744114637,0.387096774193548,0.311827956989247,0.301075268817204,0.0728255247025676,-0.0397200118862879,-0.0331055128162798
"6",444482,"L",0.5,0.285714285714286,0.214285714285714,0.384615384615385,0.384615384615385,0.230769230769231,0.0164835164835164,-0.115384615384615,0.0989010989010989
"7",445213,"R",0.442660550458716,0.355504587155963,0.201834862385321,0.373134328358209,0.402985074626866,0.223880597014925,0.0220457346296042,-0.0695262221005066,0.0474804874709024
"8",445276,"R",0.536918869644485,0.320875113947129,0.142206016408386,0.542857142857143,0.414285714285714,0.0428571428571429,-0.0993488735512436,0.00593827321265783,0.0934106003385858
"9",446321,"L",0.485312899106003,0.363984674329502,0.150702426564496,0.505263157894737,0.378947368421053,0.11578947368421,-0.0349129528802851,0.0199502587887343,0.0149626940915507
"10",446372,"R",0.479537366548043,0.362989323843416,0.157473309608541,0.456310679611651,0.368932038834951,0.174757281553398,0.017283971944857,-0.0232266869363922,0.00594271499153509
"11",448179,"L",0.498463114754098,0.341188524590164,0.160348360655738,0.478011472275335,0.319311663479924,0.202676864244742,0.0423285035890042,-0.0204516424787638,-0.0218768611102404
"12",448281,"L",0.51,0.32875,0.16125,0.491525423728814,0.355932203389831,0.152542372881356,-0.00870762711864403,-0.0184745762711864,0.0271822033898305
"13",448855,"R",0.43205574912892,0.412020905923345,0.155923344947735,0.394366197183099,0.436619718309859,0.169014084507042,0.0130907395593071,-0.0376895519458213,0.0245988123865142
"14",450203,"R",0.493353589061907,0.359285985567793,0.1473604253703,0.498412698412698,0.347619047619048,0.153968253968254,0.00660782859795395,0.00505910935079185,-0.0116669379487458
"15",451584,"R",0.440298507462687,0.407462686567164,0.152238805970149,0.483516483516484,0.285714285714286,0.230769230769231,0.0785304247990816,0.043217976053797,-0.121748400852878
"16",452027,"L",0.418410041841004,0.397489539748954,0.184100418410042,0.504273504273504,0.376068376068376,0.11965811965812,-0.0644422987519222,0.0858634624325001,-0.0214211636805779
"17",452657,"L",0.421273617914626,0.389783065080476,0.188943317004899,0.40280777537797,0.399568034557235,0.197624190064795,0.00868087305989618,-0.0184658425366558,0.00978496947675961
"18",453178,"R",0.522816166883963,0.327249022164276,0.14993481095176,0.566666666666667,0.266666666666667,0.166666666666667,0.0167318557149067,0.0438504997827032,-0.0605823554976098
"19",453192,"L",0.481973434535104,0.343453510436433,0.174573055028463,0.488636363636364,0.443181818181818,0.0681818181818181,-0.106391236846645,0.00666292910125926,0.0997283077453855
"20",453265,"L",0.448931116389549,0.369358669833729,0.181710213776722,0.5,0.2,0.3,0.118289786223278,0.0510688836104513,-0.169358669833729
"21",453268,"R",0.485113835376532,0.37215411558669,0.142732049036778,0.507462686567164,0.343283582089552,0.149253731343284,0.00652168230650596,0.0223488511906318,-0.0288705334971378
"22",453281,"L",0.427719821162444,0.377049180327869,0.195230998509687,0.4,0.321739130434783,0.278260869565217,0.0830298710555303,-0.0277198211624441,-0.0553100498930862
"23",453284,"R",0.454954954954955,0.366366366366366,0.178678678678679,0.523809523809524,0.285714285714286,0.19047619047619,0.0117975117975118,0.0688545688545689,-0.0806520806520807
"24",453286,"R",0.523465703971119,0.336642599277978,0.139891696750903,0.525114155251142,0.343607305936073,0.131278538812785,-0.00861315793811723,0.00164845128002244,0.00696470665809473
"25",453343,"R",0.47693817468106,0.357212953876349,0.165848871442591,0.333333333333333,0.433333333333333,0.233333333333333,0.0674844618907426,-0.143604841347727,0.076120379456984
"26",453562,"R",0.431528662420382,0.384554140127389,0.183917197452229,0.433476394849785,0.392703862660944,0.17381974248927,-0.0100974549629589,0.00194773242940322,0.00814972253355567
"27",455119,"R",0.487987987987988,0.301801801801802,0.21021021021021,0.568181818181818,0.25,0.181818181818182,-0.0283920283920284,0.0801938301938303,-0.0518018018018018
"28",456034,"L",0.475332068311195,0.332068311195446,0.192599620493359,0.431034482758621,0.344827586206897,0.224137931034483,0.0315383105411241,-0.0442975855525748,0.0127592750114506
"29",456501,"R",0.473764258555133,0.347528517110266,0.178707224334601,0.437956204379562,0.364963503649635,0.197080291970803,0.0183730676362022,-0.035808054175571,0.0174349865393689
"30",456713,"R",0.40625,0.46875,0.125,0.5,0.382352941176471,0.117647058823529,-0.00735294117647056,0.09375,-0.0863970588235294
"31",457915,"R",0.46969696969697,0.378787878787879,0.151515151515151,0.538461538461538,0.230769230769231,0.230769230769231,0.0792540792540793,0.0687645687645687,-0.148018648018648
"32",457918,"L",0.451234567901235,0.380864197530864,0.167901234567901,0.4375,0.37109375,0.19140625,0.0235050154320988,-0.0137345679012346,-0.0097704475308642
"33",458676,"R",0.430379746835443,0.426160337552743,0.143459915611814,0.45,0.39,0.16,0.0165400843881855,0.019620253164557,-0.0361603375527426
"34",458677,"L",0.469314079422383,0.377256317689531,0.153429602888087,0.522727272727273,0.227272727272727,0.25,0.0965703971119134,0.05341319330489,-0.149983590416803
"35",458681,"R",0.478482184173994,0.366496992133272,0.155020823692735,0.493069306930693,0.354455445544554,0.152475247524752,-0.00254557616798234,0.0145871227566995,-0.0120415465887172
"36",458708,"R",0.464233576642336,0.327007299270073,0.208759124087591,0.504424778761062,0.300884955752212,0.194690265486726,-0.0140688586008656,0.0401912021187262,-0.0261223435178606
"37",459429,"L",0.53452380952381,0.277380952380952,0.188095238095238,0.538461538461538,0.230769230769231,0.230769230769231,0.0426739926739927,0.00393772893772892,-0.0466117216117216
"38",461325,"R",0.410714285714286,0.408163265306122,0.181122448979592,0.533333333333333,0.333333333333333,0.133333333333333,-0.0477891156462585,0.122619047619048,-0.0748299319727891
