"","pitcher","p_throws","totalStrPct","totalBallPct","totalBIPPct"
"1",571666,"R",0.459041731066461,0.360123647604328,0.180834621329212
"2",594835,"L",0.432469304229195,0.371077762619372,0.196452933151432
"3",462136,"R",0.37037037037037,0.451851851851852,0.177777777777778
"4",425844,"R",0.489795918367347,0.343228200371058,0.166975881261596
"5",434378,"R",0.558088235294118,0.297058823529412,0.144852941176471
"6",445926,"R",0.41991341991342,0.393939393939394,0.186147186147186
"7",448855,"R",0.508771929824561,0.324561403508772,0.166666666666667
"8",452657,"L",0.44683908045977,0.379310344827586,0.173850574712644
"9",453286,"R",0.526946107784431,0.336526946107784,0.136526946107784
"10",468504,"R",0.469957081545064,0.375536480686695,0.15450643776824
"11",488768,"R",0.40495867768595,0.415289256198347,0.179752066115702
"12",493200,"R",0.5,0.35,0.15
"13",501985,"L",0.479374110953058,0.351351351351351,0.16927453769559
"14",502239,"R",0.461697722567288,0.374741200828157,0.163561076604555
"15",518516,"L",0.485576923076923,0.340144230769231,0.174278846153846
"16",519242,"L",0.506024096385542,0.350602409638554,0.143373493975904
"17",527054,"R",0.424561403508772,0.407017543859649,0.168421052631579
"18",543339,"R",0.571428571428571,0.238095238095238,0.19047619047619
"19",543557,"L",0.380952380952381,0.404761904761905,0.214285714285714
"20",547943,"L",0.508264462809917,0.322314049586777,0.169421487603306
"21",554340,"R",0.47972972972973,0.371621621621622,0.148648648648649
"22",570632,"R",0.417690417690418,0.402948402948403,0.179361179361179
"23",571863,"R",0.433628318584071,0.345132743362832,0.221238938053097
"24",571945,"R",0.459183673469388,0.346938775510204,0.193877551020408
"25",584171,"R",0.440944881889764,0.346456692913386,0.21259842519685
"26",592426,"R",0.457446808510638,0.351063829787234,0.191489361702128
"27",592791,"R",0.470588235294118,0.352941176470588,0.176470588235294
"28",592804,"R",0.481481481481481,0.37037037037037,0.148148148148148
"29",593144,"R",0.485507246376812,0.369565217391304,0.144927536231884
"30",593576,"R",0.375,0.4375,0.1875
"31",605483,"L",0.441102756892231,0.393483709273183,0.165413533834587
"32",607536,"L",0.433734939759036,0.36144578313253,0.204819277108434
"33",623184,"R",0.564102564102564,0.333333333333333,0.102564102564103
"34",628452,"R",0.490566037735849,0.377358490566038,0.132075471698113
"35",643316,"L",0.422222222222222,0.488888888888889,0.0888888888888889
"36",664871,"R",0.452054794520548,0.356164383561644,0.191780821917808
"37",453192,"L",0.540983606557377,0.360655737704918,0.0983606557377048
"38",502706,"L",0.501385041551247,0.343490304709141,0.155124653739612
"39",518774,"R",0.405940594059406,0.399339933993399,0.194719471947195
"40",523260,"R",0.505747126436782,0.32183908045977,0.172413793103448
"41",543037,"R",0.542616033755274,0.336708860759494,0.120675105485232
"42",543135,"R",0.440677966101695,0.376271186440678,0.183050847457627
"43",573127,"L",0,1,0
"44",579328,"L",0.455399061032864,0.360328638497653,0.184272300469484
"45",592662,"L",0.49736564805058,0.378292939936776,0.124341412012645
"46",592865,"R",0.416666666666667,0.333333333333333,0.25
"47",606930,"R",0.426666666666667,0.4,0.173333333333333
"48",608566,"R",0.490566037735849,0.334905660377358,0.174528301886792
"49",642547,"R",0.510948905109489,0.332116788321168,0.156934306569343
"50",656427,"R",0.511527377521614,0.353025936599424,0.135446685878963
"51",491646,"R",0.363636363636364,0.472727272727273,0.163636363636364
"52",502085,"R",0.470588235294118,0.352941176470588,0.176470588235294
"53",502202,"R",0.483870967741935,0.354838709677419,0.161290322580645
"54",506433,"R",0.515436241610738,0.323489932885906,0.161073825503356
"55",542947,"L",0.269230769230769,0.423076923076923,0.307692307692308
"56",543606,"R",0.483720930232558,0.353488372093023,0.162790697674419
"57",571974,"R",0.333333333333333,0.428571428571429,0.238095238095238
"58",592779,"R",0.486631016042781,0.32620320855615,0.187165775401069
"59",592789,"R",0.493096646942801,0.32741617357002,0.17948717948718
"60",593958,"L",0.460634547591069,0.371327849588719,0.168037602820212
"61",596001,"R",0.450782997762864,0.374720357941834,0.174496644295302
"62",601713,"R",0.447311827956989,0.393548387096774,0.159139784946237
"63",605218,"R",0.444444444444444,0.444444444444444,0.111111111111111
"64",605513,"R",0.439024390243902,0.414634146341463,0.146341463414634
"65",607192,"R",0.466666666666667,0.311111111111111,0.222222222222222
"66",628317,"R",0.50109409190372,0.330415754923414,0.168490153172867
"67",641712,"R",0.438532110091743,0.379816513761468,0.181651376146789
"68",643327,"R",0.430508474576271,0.4,0.169491525423729
